0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.1741740832,0.1968982409,0.2241462578,0.2445793265,0.2473630857,0.2593472274,0.2596084266,0.3421596501,0.3535338313,0.3608159124,0.3780833657,0.3978790892,0.4081864841,0.422061667,0.425682278,0.4323958318,0.4362777565,0.4475294242,0.4512215816,0.4520414507,0.4590302193,0.4672042949,0.5071525581,0.5098149632,0.5181713031,0.5863491689,0.6027503124,0.6111284701,0.6400815723,0.6775726317,0.7142061403,0.736426479,0.7542554805,0.7930075507,0.8122832901,0.8148070492
